Date,Open,High,Low,Close
09/24/2020,"10,289","10,713","10,142","10,654"
09/23/2020,"10,494","10,571","10,263","10,289"
09/22/2020,"10,495","10,533","10,364","10,494"
09/21/2020,"10,869","10,991","10,305","10,494"
09/20/2020,"11,059","11,092","10,768","10,869"
09/19/2020,"10,869","11,175","10,854","11,059"
09/18/2020,"10,923","11,039","10,821","10,869"
09/17/2020,"10,982","11,048","10,750","10,923"
09/16/2020,"10,783","11,097","10,669","10,982"
09/15/2020,"10,674","10,935","10,622","10,782"
09/14/2020,"10,310","10,755","10,254","10,674"
09/13/2020,"10,464","10,573","10,219","10,310"
09/12/2020,"10,328","10,478","10,280","10,464"
09/11/2020,"10,278","10,380","10,212","10,328"
09/10/2020,"10,287","10,488","10,185","10,278"
09/09/2020,"9,991","10,347","9,851","10,287"
09/08/2020,"10,145","10,440","9,929","9,991"
09/07/2020,"10,266","10,349","9,882","10,145"
09/06/2020,"9,949","10,295","9,888","10,266"
09/05/2020,"10,588","10,635","9,856","9,949"
09/04/2020,"10,694","10,799","9,921","10,588"
09/03/2020,"11,403","11,471","10,510","10,694"
09/02/2020,"11,972","12,054","11,184","11,403"
09/01/2020,"11,732","12,060","11,537","11,972"
08/31/2020,"11,640","11,775","11,579","11,732"
08/30/2020,"11,530","11,683","11,468","11,640"
08/29/2020,"11,511","11,582","11,426","11,530"
08/28/2020,"11,252","11,548","11,233","11,511"
08/27/2020,"11,470","11,590","11,128","11,252"
08/26/2020,"11,301","11,540","11,239","11,470"
08/25/2020,"11,747","11,784","11,120","11,301"
08/24/2020,"11,684","11,824","11,598","11,747"
08/23/2020,"11,592","11,693","11,528","11,684"
08/22/2020,"11,675","11,708","11,374","11,592"
08/21/2020,"11,860","11,892","11,610","11,675"
08/20/2020,"11,660","11,889","11,580","11,860"
08/19/2020,"11,989","12,094","11,620","11,660"
08/18/2020,"12,344","12,414","11,837","11,989"
08/17/2020,"11,825","12,477","11,778","12,344"
08/16/2020,"11,846","11,980","11,701","11,825"
08/15/2020,"11,816","11,987","11,694","11,846"
08/14/2020,"11,521","11,860","11,521","11,816"
08/13/2020,"11,579","11,661","11,281","11,521"
08/12/2020,"11,396","11,620","11,137","11,579"
08/11/2020,"11,874","11,940","11,300","11,396"
08/10/2020,"11,635","12,080","11,525","11,874"
08/09/2020,"11,720","11,805","11,535","11,635"
08/08/2020,"11,511","11,815","11,500","11,720"
08/07/2020,"11,879","11,914","11,350","11,511"
08/06/2020,"11,664","11,912","11,561","11,879"
08/05/2020,"11,234","11,726","11,104","11,664"
08/04/2020,"11,421","11,425","11,034","11,234"
08/03/2020,"11,203","11,480","10,953","11,421"
08/02/2020,"11,800","12,113","10,603","11,203"
08/01/2020,"11,326","11,882","11,240","11,800"
07/31/2020,"11,136","11,455","10,980","11,326"
07/30/2020,"11,209","11,347","10,840","11,136"
07/29/2020,"11,010","11,295","10,858","11,209"
07/28/2020,"10,801","11,415","10,589","11,010"
07/27/2020,"9,871","10,945","9,852","10,801"
07/26/2020,"9,686","10,170","9,666","9,871"
07/25/2020,"9,594","9,721","9,531","9,686"
07/24/2020,"9,606","9,624","9,479","9,594"
07/23/2020,"9,378","9,676","9,369","9,606"
07/22/2020,"9,360","9,397","9,289","9,378"
07/21/2020,"9,160","9,436","9,153","9,360"
07/20/2020,"9,168","9,238","9,137","9,160"
07/19/2020,"9,167","9,184","9,111","9,168"
07/18/2020,"9,164","9,205","9,125","9,167"
07/17/2020,"9,119","9,179","9,079","9,164"
07/16/2020,"9,173","9,228","9,033","9,119"
07/15/2020,"9,267","9,278","9,155","9,173"
07/14/2020,"9,229","9,268","9,107","9,267"
07/13/2020,"9,221","9,339","9,199","9,229"
07/12/2020,"9,208","9,340","9,162","9,221"
07/11/2020,"9,233","9,316","9,187","9,208"
07/10/2020,"9,220","9,255","9,125","9,233"
07/09/2020,"9,439","9,469","9,167","9,220"
07/08/2020,"9,236","9,473","9,207","9,439"
07/07/2020,"9,295","9,378","9,222","9,234"
07/06/2020,"9,033","9,350","8,917","9,295"
07/05/2020,"9,130","9,144","8,999","9,033"
07/04/2020,"9,089","9,193","9,046","9,130"
07/03/2020,"9,047","9,148","9,036","9,089"
07/02/2020,"9,244","9,264","8,948","9,047"
07/01/2020,"9,138","9,297","9,093","9,244"
06/30/2020,"9,153","9,231","9,064","9,138"
06/29/2020,"9,107","9,169","9,019","9,152"
06/28/2020,"8,935","9,188","8,900","9,107"
06/27/2020,"9,160","9,204","8,835","8,935"
06/26/2020,"9,281","9,332","9,034","9,160"
06/25/2020,"9,292","9,321","8,995","9,281"
06/24/2020,"9,649","9,662","9,200","9,292"
06/23/2020,"9,564","9,780","9,564","9,650"
06/22/2020,"9,340","9,626","9,275","9,564"
06/21/2020,"9,288","9,417","9,288","9,340"
06/20/2020,"9,303","9,369","9,170","9,288"
06/19/2020,"9,393","9,426","9,233","9,303"
06/18/2020,"9,302","9,478","9,236","9,393"
06/17/2020,"9,501","9,556","9,302","9,302"
06/16/2020,"9,413","9,585","9,385","9,501"
06/15/2020,"9,395","9,455","8,905","9,413"
06/14/2020,"9,406","9,475","9,314","9,395"
06/13/2020,"9,426","9,490","9,366","9,406"
06/12/2020,"9,277","9,548","9,221","9,426"
06/11/2020,"9,853","9,971","9,086","9,277"
06/10/2020,"9,732","9,998","9,704","9,853"
06/09/2020,"9,696","9,886","9,575","9,732"
06/08/2020,"9,785","9,809","9,648","9,696"
06/07/2020,"9,663","9,809","9,390","9,790"
06/06/2020,"9,725","9,736","9,533","9,663"
06/05/2020,"9,816","9,856","9,604","9,725"
06/04/2020,"9,578","9,885","9,465","9,816"
06/03/2020,"9,511","9,646","9,393","9,578"
06/02/2020,"9,573","10,383","9,292","9,511"
06/01/2020,"9,513","9,614","9,388","9,573"
05/31/2020,"9,538","9,738","9,405","9,513"
05/30/2020,"9,402","9,593","9,331","9,538"
05/29/2020,"9,456","9,620","9,335","9,402"
05/28/2020,"9,155","9,533","9,061","9,456"
05/27/2020,"8,792","9,224","8,792","9,155"
05/26/2020,"8,937","9,011","8,698","8,792"
05/25/2020,"9,018","9,083","8,644","8,937"
05/24/2020,"9,186","9,302","8,852","9,018"
05/23/2020,"9,173","9,310","9,094","9,186"
05/22/2020,"9,059","9,261","8,928","9,173"
05/21/2020,"9,532","9,597","8,804","9,057"
05/20/2020,"9,643","9,835","9,314","9,532"
05/19/2020,"9,696","9,896","9,470","9,643"
05/18/2020,"9,771","9,948","9,462","9,696"
05/17/2020,"9,333","9,888","9,297","9,771"
05/16/2020,"9,334","9,580","9,131","9,333"
05/15/2020,"9,660","9,870","9,250","9,340"
05/14/2020,"9,165","9,941","9,155","9,660"
05/13/2020,"8,800","9,189","8,750","9,166"
05/12/2020,"8,754","8,975","8,476","8,800"
05/11/2020,"8,527","9,175","8,199","8,754"
05/10/2020,"9,747","9,773","8,133","8,528"
05/09/2020,"9,968","10,019","9,530","9,747"
05/08/2020,"9,879","10,071","9,735","9,968"
05/07/2020,"9,261","9,968","9,039","9,879"
05/06/2020,"8,917","9,395","8,914","9,261"
05/05/2020,"8,844","9,120","8,780","8,917"
05/04/2020,"8,879","8,964","8,540","8,844"
05/03/2020,"8,882","9,200","8,736","8,879"
05/02/2020,"8,725","9,016","8,676","8,882"
05/01/2020,"8,849","9,066","8,590","8,725"
04/30/2020,"8,735","9,470","8,412","8,850"
04/29/2020,"7,724","8,970","7,716","8,735"
04/28/2020,"7,714","7,795","7,673","7,723"
04/27/2020,"7,660","7,797","7,593","7,714"
04/26/2020,"7,553","7,709","7,498","7,660"
04/25/2020,"7,529","7,714","7,445","7,553"
04/24/2020,"7,534","7,616","7,399","7,523"
04/23/2020,"7,098","7,760","7,035","7,534"
04/22/2020,"6,888","7,165","6,829","7,098"
04/21/2020,"6,775","6,950","6,761","6,889"
04/20/2020,"7,145","7,220","6,775","6,775"
04/19/2020,"7,224","7,300","7,069","7,146"
04/18/2020,"7,074","7,277","7,030","7,224"
04/17/2020,"7,080","7,210","6,995","7,074"
04/16/2020,"6,735","7,133","6,479","7,080"
04/15/2020,"6,930","6,938","6,694","6,735"
04/14/2020,"6,793","6,985","6,776","6,930"
04/13/2020,"7,136","7,173","6,587","6,794"
04/12/2020,"6,810","7,197","6,775","7,136"
04/11/2020,"6,910","6,949","6,795","6,810"
04/10/2020,"7,272","7,322","6,757","6,911"
04/09/2020,"7,317","7,396","7,122","7,272"
04/08/2020,"7,295","7,423","7,080","7,317"
04/07/2020,"7,280","7,466","7,205","7,295"
04/06/2020,"6,804","7,321","6,736","7,280"
04/05/2020,"6,760","7,003","6,683","6,804"
04/04/2020,"6,778","6,910","6,668","6,760"
04/03/2020,"6,807","7,042","6,615","6,775"
04/02/2020,"6,212","7,243","6,208","6,807"
04/01/2020,"6,473","6,507","6,163","6,212"
03/31/2020,"6,376","6,614","6,347","6,472"
03/30/2020,"5,903","6,450","5,858","6,376"
03/29/2020,"6,228","6,305","5,891","5,903"
03/28/2020,"6,667","6,705","6,041","6,228"
03/27/2020,"6,675","6,867","6,591","6,667"
03/26/2020,"6,625","6,791","6,534","6,675"
03/25/2020,"6,719","6,978","6,485","6,625"
03/24/2020,"6,295","6,853","6,286","6,719"
03/23/2020,"5,921","6,616","5,699","6,295"
03/22/2020,"6,222","6,451","5,884","5,921"
03/21/2020,"6,199","6,373","5,677","6,222"
03/20/2020,"6,235","6,925","6,070","6,199"
03/19/2020,"5,345","6,386","5,272","6,235"
03/18/2020,"5,394","5,557","5,028","5,345"
03/17/2020,"4,941","5,496","4,842","5,393"
03/16/2020,"5,307","5,965","4,443","4,941"
03/15/2020,"5,404","5,581","5,057","5,307"
03/14/2020,"5,443","5,776","5,217","5,404"
03/13/2020,"6,026","6,039","3,906","5,444"
03/12/2020,"7,835","7,983","5,666","6,026"
03/11/2020,"7,983","8,038","7,596","7,835"
03/10/2020,"7,846","8,154","7,741","7,983"
03/09/2020,"8,294","8,313","7,640","7,846"
03/08/2020,"8,891","8,926","8,177","8,294"
03/07/2020,"9,117","9,210","8,862","8,891"
03/06/2020,"9,121","9,177","9,001","9,117"
03/05/2020,"8,708","9,166","8,699","9,121"
03/04/2020,"8,709","8,843","8,674","8,708"
03/03/2020,"8,890","8,971","8,665","8,709"
03/02/2020,"8,486","8,913","8,463","8,890"
03/01/2020,"8,657","8,748","8,416","8,486"
02/29/2020,"8,617","8,809","8,590","8,657"
02/28/2020,"8,887","8,896","8,438","8,618"
02/27/2020,"8,795","8,968","8,527","8,887"
02/26/2020,"9,316","9,421","8,638","8,795"
02/25/2020,"9,593","9,675","9,283","9,316"
02/24/2020,"9,880","10,021","9,492","9,593"
02/23/2020,"9,698","10,015","9,665","9,881"
02/22/2020,"9,717","9,723","9,576","9,698"
02/21/2020,"9,584","9,767","9,567","9,717"
02/20/2020,"10,159","10,164","9,319","9,584"
02/19/2020,"10,175","10,300","10,046","10,159"
02/18/2020,"9,633","10,182","9,617","10,175"
02/17/2020,"9,778","9,997","9,474","9,634"
02/16/2020,"9,892","10,046","9,625","9,778"
02/15/2020,"10,372","10,399","9,771","9,892"
02/14/2020,"10,225","10,387","10,105","10,372"
02/13/2020,"10,393","10,504","10,090","10,225"
02/12/2020,"10,272","10,479","10,220","10,393"
02/11/2020,"9,850","10,383","9,714","10,272"
02/10/2020,"10,060","10,194","9,752","9,850"
02/09/2020,"9,865","10,171","9,855","10,060"
02/08/2020,"9,731","9,883","9,661","9,865"
02/07/2020,"9,768","9,870","9,655","9,731"
02/06/2020,"9,675","9,852","9,531","9,768"
02/05/2020,"9,172","9,761","9,129","9,674"
02/04/2020,"9,305","9,341","9,081","9,171"
02/03/2020,"9,435","9,605","9,224","9,305"
02/02/2020,"9,365","9,467","9,150","9,435"
02/01/2020,"9,304","9,450","9,290","9,365"
01/31/2020,"9,560","9,564","9,202","9,304"
01/30/2020,"9,378","9,563","9,188","9,560"
01/29/2020,"9,048","9,425","9,037","9,378"
01/28/2020,"8,968","9,178","8,876","9,048"
01/27/2020,"8,554","8,968","8,539","8,968"
01/26/2020,"8,349","8,590","8,286","8,555"
01/25/2020,"8,474","8,500","8,257","8,349"
01/24/2020,"8,354","8,509","8,220","8,474"
01/23/2020,"8,645","8,663","8,280","8,354"
01/22/2020,"8,700","8,789","8,574","8,645"
01/21/2020,"8,656","8,732","8,486","8,700"
01/20/2020,"8,641","8,748","8,491","8,656"
01/19/2020,"8,897","9,181","8,491","8,641"
01/18/2020,"8,869","8,976","8,808","8,897"
01/17/2020,"8,737","9,006","8,663","8,869"
01/16/2020,"8,808","8,860","8,588","8,737"
01/15/2020,"8,694","8,895","8,559","8,808"
01/14/2020,"8,151","8,852","8,104","8,694"
01/13/2020,"8,137","8,191","8,048","8,151"
01/12/2020,"8,157","8,284","7,967","8,137"
01/11/2020,"8,072","8,250","7,989","8,157"
01/10/2020,"7,823","8,127","7,680","8,072"
01/09/2020,"8,043","8,106","7,781","7,823"
01/08/2020,"8,169","8,461","7,876","8,043"
01/07/2020,"7,547","8,179","7,547","8,169"
01/06/2020,"7,430","7,598","7,316","7,547"
01/05/2020,"7,332","7,488","7,324","7,430"
01/04/2020,"7,310","7,391","7,253","7,332"
01/03/2020,"6,930","7,396","6,860","7,311"
01/02/2020,"7,215","7,220","6,915","6,930"
01/01/2020,"7,145","7,231","7,143","7,215"
