Date,Open,High,Low,Close
08/07/2021,"42,914","44,574","42,433","44,040"
08/06/2021,"40,712","43,349","39,900","42,904"
08/05/2021,"39,748","41,392","37,355","40,711"
08/04/2021,"37,998","39,840","37,528","39,747"
08/03/2021,"39,172","39,777","37,655","37,999"
08/02/2021,"41,269","41,504","38,953","39,172"
08/01/2021,"41,333","42,595","40,650","41,270"
07/31/2021,"39,895","42,376","39,762","41,333"
07/30/2021,"39,698","40,400","38,359","39,860"
07/29/2021,"40,390","40,628","39,301","39,698"
07/28/2021,"37,815","40,890","37,812","40,384"
07/27/2021,"39,380","39,475","36,433","37,817"
07/26/2021,"34,383","40,529","34,342","39,380"
07/25/2021,"33,909","34,821","33,726","34,382"
07/24/2021,"32,286","34,507","32,225","33,912"
07/23/2021,"32,396","32,888","32,020","32,286"
07/22/2021,"31,640","32,596","31,543","32,397"
07/21/2021,"29,789","32,795","29,503","31,640"
07/20/2021,"30,729","31,053","29,303","29,789"
07/19/2021,"31,655","31,911","30,430","30,728"
07/18/2021,"31,854","32,277","31,133","31,655"
07/17/2021,"31,915","31,965","31,180","31,854"
07/16/2021,"31,550","32,250","31,050","31,915"
07/15/2021,"32,730","33,179","31,150","31,550"
07/14/2021,"32,284","33,069","31,601","32,730"
07/13/2021,"32,824","33,330","32,247","32,284"
07/12/2021,"33,901","34,664","32,757","32,824"
07/11/2021,"33,421","34,098","33,048","33,901"
07/10/2021,"33,453","34,243","33,255","33,421"
07/09/2021,"33,008","33,691","32,286","33,453"
07/08/2021,"34,632","34,632","32,118","33,008"
07/07/2021,"34,022","35,059","33,694","34,632"
07/06/2021,"34,139","35,096","33,560","34,021"
07/05/2021,"35,587","35,945","33,162","34,139"
07/04/2021,"34,759","35,680","34,294","35,587"
07/03/2021,"33,347","34,930","33,066","34,760"
07/02/2021,"33,105","33,964","32,721","33,348"
07/01/2021,"34,760","35,203","32,750","33,105"
06/30/2021,"36,420","36,484","34,067","34,760"
06/29/2021,"34,457","36,600","34,148","36,426"
06/28/2021,"32,831","35,281","32,475","34,457"
06/27/2021,"31,560","33,559","30,939","32,831"
06/26/2021,"32,262","32,691","30,179","31,560"
06/25/2021,"34,838","35,489","31,507","32,262"
06/24/2021,"32,898","35,246","32,334","34,835"
06/23/2021,"32,430","34,837","31,729","32,898"
06/22/2021,"32,593","33,289","28,826","32,449"
06/21/2021,"35,472","36,109","31,754","32,610"
06/20/2021,"35,925","36,187","33,370","35,480"
06/19/2021,"35,340","36,440","34,890","35,925"
06/18/2021,"37,721","38,199","35,160","35,341"
06/17/2021,"38,673","39,527","37,565","37,722"
06/16/2021,"39,966","40,490","38,339","38,673"
06/15/2021,"39,713","41,306","39,573","39,966"
06/14/2021,"37,662","41,023","37,662","39,713"
06/13/2021,"35,745","37,701","34,801","37,664"
06/12/2021,"37,270","37,492","34,680","35,745"
06/11/2021,"36,701","37,654","35,842","37,282"
06/10/2021,"36,290","38,394","36,162","36,701"
06/09/2021,"32,915","36,945","32,438","36,290"
06/08/2021,"35,650","35,739","31,029","32,915"
06/07/2021,"35,761","36,796","35,277","35,650"
06/06/2021,"35,789","36,455","34,853","35,761"
06/05/2021,"36,841","37,906","35,345","35,789"
06/04/2021,"38,590","39,260","35,607","36,841"
06/03/2021,"37,881","39,482","37,212","38,595"
06/02/2021,"35,980","38,218","35,886","37,882"
06/01/2021,"36,888","37,919","35,751","35,981"
05/31/2021,"36,101","37,484","34,202","36,887"
05/30/2021,"34,068","36,491","33,451","36,101"
05/29/2021,"35,811","37,300","33,671","34,068"
05/28/2021,"38,838","39,179","35,153","35,812"
05/27/2021,"38,513","40,397","37,227","38,839"
05/26/2021,"37,348","40,866","37,348","38,512"
05/25/2021,"39,632","39,925","36,502","37,346"
05/24/2021,"33,114","39,787","33,101","39,635"
05/23/2021,"37,352","38,380","31,150","33,117"
05/22/2021,"36,121","38,842","33,546","37,353"
05/21/2021,"40,252","42,247","35,578","36,100"
05/20/2021,"39,428","42,542","35,012","40,311"
05/19/2021,"43,298","43,562","30,038","39,421"
05/18/2021,"44,222","45,820","42,442","43,287"
05/17/2021,"45,518","46,613","42,129","44,221"
05/16/2021,"48,071","49,775","44,510","45,510"
05/15/2021,"50,180","50,711","46,976","48,071"
05/14/2021,"48,537","51,537","48,393","50,180"
05/13/2021,"54,529","54,806","46,066","48,541"
05/12/2021,"56,703","58,000","53,583","54,531"
05/11/2021,"55,716","56,919","53,731","56,701"
05/10/2021,"57,348","59,582","55,574","55,731"
05/09/2021,"59,120","59,537","56,330","57,348"
05/08/2021,"57,655","59,496","56,827","59,121"
05/07/2021,"56,181","58,711","55,336","57,655"
05/06/2021,"57,186","58,400","55,311","56,181"
05/05/2021,"54,587","57,943","53,000","57,180"
05/04/2021,"57,588","57,588","53,301","54,584"
05/03/2021,"56,890","58,973","56,283","57,588"
05/02/2021,"57,825","57,999","56,126","56,890"
05/01/2021,"57,039","58,526","56,486","57,825"
04/30/2021,"52,894","57,411","52,400","57,037"
04/29/2021,"55,473","56,458","52,532","52,904"
04/28/2021,"54,845","55,776","53,887","55,473"
04/27/2021,"54,099","55,374","52,677","54,847"
04/26/2021,"49,399","54,393","47,073","54,098"
04/25/2021,"50,745","51,043","49,150","49,401"
04/24/2021,"50,961","51,379","48,755","50,745"
04/23/2021,"52,915","52,915","47,551","50,962"
04/22/2021,"55,501","55,503","52,249","52,915"
04/21/2021,"56,639","57,110","54,344","55,502"
04/20/2021,"56,019","56,784","53,430","56,639"
04/19/2021,"55,804","57,591","54,312","56,019"
04/18/2021,"60,758","61,009","51,924","55,804"
04/17/2021,"61,840","62,572","59,711","60,758"
04/16/2021,"63,473","63,827","60,072","61,840"
04/15/2021,"62,134","63,640","61,865","63,473"
04/14/2021,"63,075","64,889","61,336","62,134"
04/13/2021,"60,023","63,735","59,755","63,075"
04/12/2021,"59,665","61,199","59,412","60,023"
04/11/2021,"59,539","60,642","58,371","59,661"
04/10/2021,"58,369","61,188","57,869","59,539"
04/09/2021,"57,723","58,880","57,460","58,369"
04/08/2021,"56,098","58,145","55,727","57,723"
04/07/2021,"58,256","58,633","55,460","56,097"
04/06/2021,"59,037","59,450","57,376","58,256"
04/05/2021,"57,956","59,248","56,845","59,037"
04/04/2021,"58,580","58,582","56,499","57,956"
04/03/2021,"58,860","59,758","57,850","58,580"
04/02/2021,"58,921","60,049","58,498","58,860"
04/01/2021,"58,592","59,450","57,951","58,927"
03/31/2021,"59,081","59,795","56,888","58,592"
03/30/2021,"57,661","59,380","57,036","59,081"
03/29/2021,"55,220","58,377","54,800","57,660"
03/28/2021,"55,820","56,607","54,704","55,217"
03/27/2021,"53,850","56,258","53,850","55,820"
03/26/2021,"52,184","54,049","51,261","53,850"
03/25/2021,"54,711","54,712","50,420","52,178"
03/24/2021,"55,043","57,200","53,540","54,711"
03/23/2021,"55,592","55,994","53,009","55,045"
03/22/2021,"57,586","58,403","55,582","55,593"
03/21/2021,"59,256","59,350","55,552","57,587"
03/20/2021,"58,886","59,877","57,850","59,256"
03/19/2021,"57,290","59,229","56,304","58,886"
03/18/2021,"57,895","60,063","57,211","57,290"
03/17/2021,"55,764","58,246","54,193","57,894"
03/16/2021,"56,647","56,940","53,250","55,764"
03/15/2021,"59,932","60,741","54,680","56,647"
03/14/2021,"61,594","61,673","59,308","59,932"
03/13/2021,"56,748","61,752","56,100","61,594"
03/12/2021,"57,504","58,121","55,066","56,748"
03/11/2021,"56,270","57,672","54,290","57,504"
03/10/2021,"54,386","57,371","53,051","56,270"
03/09/2021,"51,781","54,813","51,444","54,387"
03/08/2021,"50,062","51,978","49,352","51,782"
03/07/2021,"48,549","51,337","48,333","50,062"
03/06/2021,"49,208","49,403","47,112","48,549"
03/05/2021,"48,193","49,463","46,312","49,207"
03/04/2021,"50,533","51,779","47,505","48,192"
03/03/2021,"47,550","52,601","47,323","50,534"
03/02/2021,"48,611","50,231","47,077","47,550"
03/01/2021,"44,971","49,514","44,913","48,605"
02/28/2021,"47,090","47,173","43,038","44,966"
02/27/2021,"46,260","48,341","45,097","47,090"
02/26/2021,"49,170","49,257","44,153","46,263"
02/25/2021,"49,180","52,068","48,084","49,178"
02/24/2021,"47,814","51,409","47,031","49,184"
02/23/2021,"53,887","55,022","44,982","47,814"
02/22/2021,"57,728","57,935","47,320","53,888"
02/21/2021,"56,785","58,354","54,069","57,728"
02/20/2021,"55,379","57,536","55,081","56,785"
02/19/2021,"52,149","55,734","50,775","55,388"
02/18/2021,"52,280","52,620","50,897","52,149"
02/17/2021,"48,795","52,558","48,416","52,279"
02/16/2021,"48,592","50,564","47,074","48,795"
02/15/2021,"48,968","49,314","45,902","48,592"
02/14/2021,"47,002","49,700","46,779","48,968"
02/13/2021,"47,685","48,202","46,300","47,002"
02/12/2021,"47,084","48,908","46,291","47,685"
02/11/2021,"44,570","48,683","44,050","47,093"
02/10/2021,"47,191","47,505","43,761","44,529"
02/09/2021,"44,213","48,200","44,001","47,193"
02/08/2021,"38,524","44,814","38,075","44,213"
02/07/2021,"40,137","40,497","37,416","38,524"
02/06/2021,"37,775","40,995","37,719","40,137"
02/05/2021,"37,640","38,340","36,631","37,774"
02/04/2021,"37,110","38,737","36,213","37,640"
02/03/2021,"35,841","37,249","35,407","37,111"
02/02/2021,"33,840","36,000","33,458","35,841"
02/01/2021,"32,913","34,703","32,344","33,840"
01/31/2021,"34,175","34,796","32,214","32,913"
01/30/2021,"34,603","35,347","32,873","34,175"
01/29/2021,"32,633","38,617","31,998","34,609"
01/28/2021,"31,582","32,981","29,902","32,631"
01/27/2021,"32,014","32,933","29,248","31,582"
01/26/2021,"33,441","33,441","30,850","32,014"
01/25/2021,"31,698","34,870","31,605","33,434"
01/24/2021,"32,219","33,069","30,961","31,698"
01/23/2021,"33,555","33,669","31,441","32,219"
01/22/2021,"31,875","33,854","28,801","33,555"
01/21/2021,"34,971","35,672","30,993","31,874"
01/20/2021,"36,469","36,794","33,421","34,971"
01/19/2021,"36,131","37,852","36,021","36,469"
01/18/2021,"36,061","37,400","34,791","36,131"
01/17/2021,"36,707","36,728","33,865","36,061"
01/16/2021,"35,597","37,929","35,557","36,707"
01/15/2021,"39,326","39,676","34,406","35,594"
01/14/2021,"36,219","40,095","36,138","39,326"
01/13/2021,"34,285","36,458","32,355","36,217"
01/12/2021,"33,343","36,601","32,530","34,286"
01/11/2021,"37,686","39,027","30,299","33,343"
01/10/2021,"40,719","41,438","34,819","37,682"
01/09/2021,"39,085","41,405","38,700","40,718"
01/08/2021,"39,174","41,986","36,673","39,085"
01/07/2021,"36,112","40,376","35,765","39,175"
01/06/2021,"34,090","36,348","33,401","36,113"
01/05/2021,"31,259","34,280","29,949","34,090"
01/04/2021,"33,750","33,860","27,883","31,259"
01/03/2021,"30,697","34,771","30,406","33,751"
01/02/2021,"29,300","33,278","29,050","30,695"
01/01/2021,"29,189","29,679","28,731","29,312"
